%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1555847868299536819,156,1403636590019881248,,4.7376485654,-1.99824992828,0.999195455922
1555847868389122939,157,1403636590070881366,,4.73379333088,-2.01452900598,0.997007246396
1555847868438344484,158,1403636590119881391,,4.72945109513,-2.02920491201,0.994600442265
1555847868504017385,159,1403636590219881296,,4.72420993082,-2.05357669946,0.992841976955
1555847868547456319,160,1403636590268881320,,4.72260470689,-2.06233172422,0.993001531916
1555847868591334636,161,1403636590319881200,,4.72217042808,-2.06846537044,0.993513004355
1555847868641550189,162,1403636590367881298,,4.7221028745,-2.07133201934,0.994370561226
1555847868756909050,163,1403636590419881343,,4.72414158666,-2.07191055099,0.995287438377
1555847868839207891,164,1403636590569881200,,4.73438386314,-2.05676563743,0.99850763685
1555847868889538024,165,1403636590619881391,,4.73845302291,-2.04526088256,1.00023055463
1555847868940955798,166,1403636590671881198,,4.74420856539,-2.03231010912,1.00200469099
1555847869050696409,167,1403636590720881223,,4.7515856519,-2.0180002128,1.00373499666
1555847869094347869,168,1403636590768881320,,4.7575927824,-2.00162366214,1.00541710764
1555847869141780868,169,1403636590866881370,,4.77064842338,-1.9654649951,1.00712805207
1555847869187674529,170,1403636590921881198,,4.77795380106,-1.9447991868,1.00643138568
1555847869253847878,171,1403636590966881275,,4.78408248673,-1.92421959806,1.00613234125
1555847869297750656,172,1403636591017881393,,4.79006102731,-1.90084082668,1.00500620705
1555847869342011014,173,1403636591067881345,,4.79679515545,-1.87798084956,1.0038763213
1555847869440031390,174,1403636591119881391,,4.80062081193,-1.85399302412,1.00279059192
1555847869505491919,175,1403636591220881223,,4.81362653465,-1.80780767098,1.00004709961
1555847869550388244,176,1403636591267881393,,4.81830608192,-1.78638477277,0.999111168571
1555847869593953564,177,1403636591320881366,,4.82421613102,-1.76423552844,0.99810699418
1555847869640115488,178,1403636591368881225,,4.82821284384,-1.74409572713,0.996991568363
1555847869688781977,179,1403636591419881343,,4.83269211141,-1.72507870678,0.9949373697
1555847869755828607,180,1403636591470881223,,4.83343247296,-1.70731033351,0.992670933836
1555847869839998530,181,1403636591521881341,,4.83718572903,-1.69268010117,0.989580827849
1555847869889538266,182,1403636591619881391,,4.84017328642,-1.66944411275,0.981779243365
1555847869947770171,183,1403636591666881322,,4.84068977742,-1.66053363205,0.977847167511
1555847869999131453,184,1403636591718881368,,4.84181862149,-1.65275610172,0.973506542039
1555847870044470939,185,1403636591767881393,,4.84141851098,-1.64639995026,0.969461720019
1555847870089895360,186,1403636591818881273,,4.8413964995,-1.64217450366,0.965866773163
1555847870190124373,187,1403636591868881225,,4.840919287,-1.6396164332,0.963311558534
1555847870256491888,188,1403636591968881368,,4.84067358556,-1.63654213882,0.961290669458
1555847870300251299,189,1403636592020881175,,4.84025312881,-1.63459026894,0.96112378632
1555847870344096530,190,1403636592066881179,,4.83810983269,-1.63158178281,0.96135058962
1555847870389014365,191,1403636592117881298,,4.83640094928,-1.62722064474,0.961398413374
1555847870438115504,192,1403636592166881322,,4.83321983438,-1.62088669624,0.961355253924
1555847870503919468,193,1403636592217881202,,4.82945273529,-1.61293409534,0.960762329058
1555847870591882069,194,1403636592267881393,,4.815489578,-1.60080861688,0.960906870598
1555847870638378057,195,1403636592318881273,,4.8091724702,-1.59076902524,0.959919511992
1555847870688621140,196,1403636592368881225,,4.80090801904,-1.58026464427,0.95919755655
1555847870753473976,197,1403636592469881296,,4.78266205173,-1.56115638659,0.957729210593
1555847870797216286,198,1403636592518881320,,4.77241538558,-1.55343712602,0.957130925916
1555847870841198597,199,1403636592569881200,,4.76062831678,-1.54731138705,0.95687604772
1555847870941065081,200,1403636592619881391,,4.73385372029,-1.53920001689,0.958665393513
1555847871006612596,201,1403636592721881389,,4.70350976537,-1.53833622889,0.959174860779
1555847871049447338,202,1403636592770881175,,4.68752394968,-1.54178510137,0.958891290426
1555847871094195777,203,1403636592820881366,,4.67166729933,-1.5478143598,0.958081289287
1555847871140556379,204,1403636592869881391,,4.65622381552,-1.55570391212,0.95726536606
1555847871189698034,205,1403636592920881271,,4.6387380763,-1.56644714337,0.956586705863
1555847871298733117,206,1403636592967881202,,4.61355322304,-1.57512153524,0.957224654437
1555847871342688645,207,1403636593021881341,,4.59956433197,-1.5935489593,0.955507417959
1555847871386478156,208,1403636593067881345,,4.5882500838,-1.61320303732,0.953895566307
1555847871440065043,209,1403636593167881250,,4.56997594061,-1.6608435045,0.952437867568
1555847871508257918,210,1403636593218881368,,4.56453247029,-1.69023087798,0.952254237734
1555847871550154202,211,1403636593268881320,,4.56068377296,-1.72084393457,0.952874822243
1555847871637733885,212,1403636593319881200,,4.57274365999,-1.75691326954,0.952475578901
1555847871690150266,213,1403636593418881177,,4.5830965969,-1.81705890567,0.955384861864
1555847871754604581,214,1403636593467881202,,4.59084093707,-1.84426980501,0.956983164973
1555847871799741052,215,1403636593517881393,,4.60357185522,-1.86940818133,0.95783626088
1555847871842419585,216,1403636593566881179,,4.61844874148,-1.89151344103,0.957768287689
1555847871887937642,217,1403636593618881225,,4.63413730511,-1.90878797967,0.957324755821
1555847871937943158,218,1403636593667881250,,4.65243488209,-1.92202656118,0.955796954527
1555847872048722871,219,1403636593716881275,,4.690647571,-1.93896530695,0.951542841751
1555847872093399446,220,1403636593769881248,,4.70750898728,-1.94222820772,0.949054481513
1555847872232303655,221,1403636593917881250,,4.79939629895,-1.94543425353,0.93755408594
1555847872277460189,222,1403636594019881248,,4.82323675453,-1.91538057027,0.936357686816
1555847872326611291,223,1403636594068881273,,4.84381852638,-1.90149557582,0.936008363635
1555847872377146670,224,1403636594118881225,,4.86434288436,-1.88490425227,0.936162703421
1555847872431100651,225,1403636594167881250,,4.8823336265,-1.86638873444,0.936915828097
1555847872483667278,226,1403636594219881296,,4.90065662505,-1.84663457396,0.93750392828
1555847872552669100,227,1403636594267881393,,4.9149243902,-1.82586484735,0.937972688662
1555847872596536178,228,1403636594316881179,,4.92218693657,-1.80040600718,0.93816012171
1555847872642038879,229,1403636594368881225,,4.92691079139,-1.77249375268,0.9377020578
1555847872690129591,230,1403636594418881177,,4.92824962998,-1.74450596317,0.936775113111
1555847872754147794,231,1403636594469881296,,4.92657768416,-1.71551991179,0.935702215163
1555847872798833564,232,1403636594521881341,,4.9229564929,-1.68560139854,0.934670709173
1555847872843116761,233,1403636594568881273,,4.91582821065,-1.6561402385,0.93348090569
1555847872939778969,234,1403636594619881391,,4.89030576507,-1.62169546147,0.934247902982
1555847873006822225,235,1403636594719881296,,4.86532551229,-1.57103415869,0.931886841529
1555847873050782366,236,1403636594768881320,,4.85022640963,-1.55193076592,0.931018633545
1555847873094204865,237,1403636594819881200,,4.83339821179,-1.5381258421,0.930098559756
1555847873137465128,238,1403636594866881370,,4.81547140293,-1.53106216327,0.929174124499
1555847873187045426,239,1403636594918881177,,4.79548298249,-1.53010665723,0.927288650872
1555847873456849869,240,1403636595068881273,,4.70885618079,-1.55740072877,0.923179521814
1555847873502684477,241,1403636595218881368,,4.66096904446,-1.64554694736,0.917280629134
1555847873610419505,242,1403636595318881273,,4.63223166534,-1.71196777139,0.913643777447
1555847873658956196,243,1403636595368881225,,4.62321594471,-1.74454047978,0.913043004906
1555847873703455516,244,1403636595420881271,,4.62050733414,-1.77661635751,0.911557509603
1555847873753498265,245,1403636595466881275,,4.61983591269,-1.80321169547,0.910867932778
1555847873796313877,246,1403636595520881175,,4.62092536485,-1.82788871145,0.910603270413
1555847873840991640,247,1403636595570881366,,4.62759913199,-1.84646255184,0.91034128441
1555847873888911666,248,1403636595620881319,,4.63655002,-1.8593265852,0.910322241547
1555847873940594840,249,1403636595667881250,,4.64808971242,-1.86562794527,0.91003397151
1555847874243942001,250,1403636595866881370,,4.76416775522,-1.85642179067,0.90011108085
1555847874298021478,251,1403636596019881248,,4.79986854822,-1.78966758501,0.895947920304
1555847874367365241,252,1403636596069881200,,4.82849678818,-1.77194922515,0.892194659971
1555847874417074650,253,1403636596121881246,,4.85006334525,-1.75325107475,0.890227458241
1555847874460917448,254,1403636596169881343,,4.87103759259,-1.73895202376,0.888537737826
1555847874506882288,255,1403636596219881296,,4.88988572523,-1.72769326137,0.887654686025
1555847874549878129,256,1403636596270881175,,4.90782805348,-1.72204436508,0.887177562263
1555847874593753620,257,1403636596319881200,,4.92284223759,-1.72208409398,0.887911156641
1555847874639745203,258,1403636596369881391,,4.93767229902,-1.72907002431,0.88958558645
1555847874690006043,259,1403636596420881271,,4.94864313274,-1.74174581507,0.893512540443
1555847874935333864,260,1403636596667881250,,5.00597206593,-1.85615053603,0.922506367868
1555847875011404595,261,1403636596718881368,,5.02628126066,-1.88348292355,0.926367350462
1555847875055139864,262,1403636596768881320,,5.02954033511,-1.90175470966,0.930467365706
1555847875100197500,263,1403636596820881366,,5.03244477524,-1.91766006762,0.933455077915
1555847875144446277,264,1403636596869881391,,5.03376687541,-1.92864234175,0.934667761288
1555847875188810082,265,1403636596920881271,,5.03235000898,-1.93520989789,0.934908651055
1555847875254487983,266,1403636596970881223,,5.02832099582,-1.93697551934,0.933865962262
1555847875298060217,267,1403636597018881320,,5.02158436314,-1.93446590854,0.932443685885
1555847875341934026,268,1403636597070881366,,5.01197375844,-1.92803120155,0.930371001106
1555847875439280755,269,1403636597121881246,,4.98081368795,-1.91091607948,0.930116092633
1555847875503702823,270,1403636597218881368,,4.94141798276,-1.88023574332,0.925670510742
1555847875547688313,271,1403636597267881393,,4.91812637126,-1.86163316254,0.923743182355
1555847875591636055,272,1403636597318881273,,4.89509460725,-1.84239962421,0.922192196092
1555847875638105660,273,1403636597369881391,,4.8712717355,-1.82282205682,0.922147092016
1555847875688258295,274,1403636597419881343,,4.8481102884,-1.80468466912,0.923331138007
1555847875796980796,275,1403636597468881368,,4.79097502946,-1.77520933477,0.928486999265
1555847875841138044,276,1403636597519881248,,4.76598927449,-1.75919367904,0.930199945569
1555847875889535964,277,1403636597567881345,,4.74204910392,-1.74596267624,0.931367446468
1555847875947625475,278,1403636597669881343,,4.69304604698,-1.72508464055,0.932604371791
1555847876019168791,279,1403636597766881227,,4.65852418011,-1.71940767686,0.93141218933
1555847876102170752,280,1403636597817881345,,4.6399941012,-1.71999275111,0.930849511897
1555847876145437820,281,1403636597867881298,,4.63556759706,-1.72841734819,0.929055403687
1555847876189719035,282,1403636597917881250,,4.63442466532,-1.73970847449,0.927895240076
1555847876252530275,283,1403636597967881202,,4.6370436658,-1.75248021981,0.927082613332
1555847876296180867,284,1403636598017881393,,4.64367671648,-1.76596911644,0.926309973506
1555847876340750394,285,1403636598067881345,,4.65264104751,-1.77897623173,0.925651958945
1555847876386533541,286,1403636598116881370,,4.66307328413,-1.79091719532,0.92497166578
1555847876503520979,287,1403636598217881202,,4.71154892273,-1.82029401621,0.919978072887
1555847876548557288,288,1403636598267881393,,4.72743416253,-1.82875026169,0.917777541995
1555847876591078413,289,1403636598320881366,,4.74372733106,-1.83580289199,0.914486278777
1555847876640469349,290,1403636598369881391,,4.75860189646,-1.84055548365,0.909988497742
1555847876687930107,291,1403636598420881271,,4.77172969911,-1.84381657748,0.904184690212
1555847876754402014,292,1403636598470881223,,4.78165883446,-1.8441160451,0.898220416444
1555847876841911774,293,1403636598520881175,,4.79536876364,-1.84517628203,0.890403001098
1555847876888998870,294,1403636598568881273,,4.79807434845,-1.84133924956,0.88315419223
1555847876939824240,295,1403636598670881271,,4.79367685764,-1.8279376929,0.867991596679
1555847877006921306,296,1403636598719881296,,4.78653443504,-1.81881955384,0.861135738247
1555847877048890407,297,1403636598767881393,,4.77832701895,-1.80959107501,0.854220613485
1555847877093861167,298,1403636598819881200,,4.76916641221,-1.79958303294,0.846219318183
1555847877138452539,299,1403636598866881370,,4.75777840414,-1.78967271308,0.838152180819
1555847877254112372,300,1403636598967881202,,4.72686987533,-1.76681584025,0.818044293389
1555847877297133628,301,1403636599018881320,,4.71750399102,-1.75807368526,0.805313279334
1555847877340372060,302,1403636599068881273,,4.70873439521,-1.75041945116,0.792391219316
1555847877386226140,303,1403636599118881225,,4.6996875221,-1.74343419133,0.779586312179
1555847877437197863,304,1403636599166881322,,4.69327875711,-1.7381089442,0.767197910565
1555847877504339687,305,1403636599218881368,,4.68624403857,-1.73221128279,0.756574011416
1555847877592976012,306,1403636599269881248,,4.67856427678,-1.72595556995,0.748016084095
1555847877644126890,307,1403636599318881273,,4.67649516665,-1.72229315928,0.740199640802
1555847877691275102,308,1403636599419881343,,4.67178803165,-1.71725937955,0.726501060544
1555847877756031475,309,1403636599469881296,,4.66935857796,-1.71522005783,0.720352873922
1555847877838161009,310,1403636599566881179,,4.66286339802,-1.71314556673,0.70927296236
1555847877891913198,311,1403636599618881225,,4.65895250098,-1.71262630725,0.704190607964
1555847878001046951,312,1403636599718881368,,4.6507400927,-1.71057743632,0.695979162297
1555847878044957995,313,1403636599768881320,,4.64923722307,-1.70983956541,0.691971163565
1555847878088313171,314,1403636599819881200,,4.64771696256,-1.70909561651,0.687872842738
1555847878137611815,315,1403636599868881225,,4.64769354051,-1.7078628679,0.685150015127
1555847878189559362,316,1403636599917881250,,4.64980540326,-1.70733876709,0.683781785509
1555847878300267678,317,1403636599966881275,,4.65376940586,-1.70762401193,0.68235931531
1555847878343929923,318,1403636600019881248,,4.65576668423,-1.7073913281,0.680953004252
1555847878387876776,319,1403636600068881273,,4.65700483562,-1.70669885619,0.680411734242
1555847878437374648,320,1403636600167881250,,4.6572573215,-1.70557136922,0.679499848143
1555847878503634118,321,1403636600217881202,,4.65760316823,-1.70402931138,0.678259900465
1555847878547054828,322,1403636600268881320,,4.65880177691,-1.70355757907,0.677958067454
1555847878640968626,323,1403636600319881200,,4.65889343836,-1.70326821658,0.677877945021
1555847878689881629,324,1403636600367881298,,4.65884096356,-1.70334696534,0.677743742286
1555847878756766349,325,1403636600469881296,,4.65981605616,-1.70348575836,0.67744096985
1555847878839060758,326,1403636600567881345,,4.65980490535,-1.70351252379,0.677433230927
1555847878888611348,327,1403636600618881225,,4.6598206477,-1.70346516473,0.677424332912
1555847879002462715,328,1403636600669881343,,4.65983957961,-1.70343236071,0.677463648881
1555847879046266150,329,1403636600718881368,,4.65983372707,-1.70344307089,0.677452673382
1555847879092400923,330,1403636600769881248,,4.65984009464,-1.703419635,0.677440212695
1555847879140836059,331,1403636600870881319,,4.65983148821,-1.70345259311,0.677459709974
1555847879186894262,332,1403636600921881198,,4.65984918855,-1.70339805929,0.677447049883
1555847879252011400,333,1403636600967881202,,4.65985477837,-1.70338582555,0.677453382491
1555847879297177678,334,1403636601018881320,,4.65984557878,-1.70340017092,0.677430973149
1555847879389985433,335,1403636601067881345,,4.65983110709,-1.70343108322,0.677413006145
1555847879440092265,336,1403636601120881319,,4.65984370334,-1.70341854672,0.677458402671
1555847879506537523,337,1403636601220881223,,4.6598130652,-1.70349027464,0.677433379086
1555847879549907730,338,1403636601269881248,,4.65983614133,-1.7034376487,0.677455121513
1555847879593994828,339,1403636601319881200,,4.65985074419,-1.70339799294,0.677455725386
1555847879638706900,340,1403636601369881391,,4.65983594726,-1.70346003541,0.677500385165
1555847879756577635,341,1403636601469881296,,4.65983949331,-1.70343683539,0.677472426887
1555847879800462806,342,1403636601520881175,,4.65984120193,-1.70342293871,0.677453327257
1555847879844640186,343,1403636601569881200,,4.65981884431,-1.70348323343,0.677451535867
1555847879889724904,344,1403636601619881391,,4.65888834537,-1.70317582048,0.6776576919
1555847880004222464,345,1403636601666881322,,4.65890850111,-1.70311243154,0.677640598273
1555847880048549919,346,1403636601717881202,,4.65888268982,-1.70320007204,0.67767587973
1555847880093524346,347,1403636601766881227,,4.65891823004,-1.70308537263,0.677639676797
1555847880140183100,348,1403636601818881273,,4.65982836863,-1.70348540208,0.677509985584
1555847880188281947,349,1403636601918881177,,4.65891898415,-1.70309551748,0.677664959266
1555847880254315888,350,1403636601967881202,,4.65981936464,-1.70351613392,0.67752262381
1555847880297946566,351,1403636602018881320,,4.65890474274,-1.70312523632,0.677645824938
1555847880388895051,352,1403636602068881273,,4.65889923584,-1.70313690351,0.6776387898
1555847880437204516,353,1403636602119881391,,4.65890330601,-1.70313130601,0.677650255955
1555847880504594800,354,1403636602216881275,,4.65892067842,-1.70309329955,0.67766996473
1555847880547937889,355,1403636602266881227,,4.65890503938,-1.70313083662,0.677659104044
1555847880591177573,356,1403636602316881179,,4.65889899181,-1.70313689293,0.677637385389
1555847880638370798,357,1403636602366881370,,4.65890510385,-1.70313097058,0.677659746755
1555847880752177741,358,1403636602419881343,,4.65890463491,-1.70313319379,0.677661694486
1555847880795940699,359,1403636602466881275,,4.65893389313,-1.70306179231,0.677679580261
1555847880841750113,360,1403636602518881320,,4.65892221086,-1.70309767451,0.677687707796
1555847880888481525,361,1403636602567881345,,4.65984252286,-1.70343559686,0.677487025299
1555847880939421067,362,1403636602667881250,,4.65891350303,-1.70310331348,0.677650052196
1555847881004476764,363,1403636602718881368,,4.65891601754,-1.70309638448,0.677649947743
1555847881093483144,364,1403636602771881341,,4.65893835057,-1.70305388056,0.677688448862
1555847881141676686,365,1403636602820881366,,4.65893380983,-1.70305502318,0.677665089301
1555847881189802374,366,1403636602921881198,,4.65894042134,-1.70304771363,0.677687409072
1555847881255700499,367,1403636602969881296,,4.65891785037,-1.70311000068,0.677688531809
1555847881300582422,368,1403636603020881175,,4.65892502402,-1.70308361016,0.677674517561
1555847881344096640,369,1403636603070881366,,4.65893452152,-1.70306918012,0.677698441259
1555847881440507184,370,1403636603118881225,,4.65985726158,-1.70343554454,0.677570421845
1555847881506572984,371,1403636603219881296,,4.6598392326,-1.70345169561,0.677501725819
1555847881589794005,372,1403636603318881273,,4.65893905532,-1.70305483355,0.677694415482
1555847881640494075,373,1403636603368881225,,4.6589449677,-1.70306261646,0.677744033896
1555847881689859674,374,1403636603420881271,,4.65987038717,-1.70339508572,0.677560992822
1555847881799508047,375,1403636603471881389,,4.65894008234,-1.70306544242,0.677722206621
1555847881842835385,376,1403636603521881341,,4.65893969896,-1.70308783835,0.677766421451
1555847881890705282,377,1403636603568881273,,4.65893745764,-1.70307789487,0.677733126508
1555847881946953145,378,1403636603669881343,,4.65894678917,-1.70306402116,0.677757264022
1555847882017981076,379,1403636603768881320,,4.65893776521,-1.7030661082,0.677710456975
1555847882105915085,380,1403636603819881200,,4.65893941782,-1.70306560175,0.677718771466
1555847882150945847,381,1403636603867881298,,4.6589478316,-1.70306146042,0.677757866672
1555847882195969145,382,1403636603918881177,,4.65987773448,-1.70341440135,0.677642632144
1555847882254382567,383,1403636603968881368,,4.65894328155,-1.70307163568,0.677753160862
1555847882298573345,384,1403636604019881248,,4.65893752292,-1.70308356068,0.677745231537
1555847882342617582,385,1403636604068881273,,4.65895777705,-1.70306721917,0.677826149907
1555847882387724928,386,1403636604118881225,,4.65892812492,-1.70309575924,0.677717248639
1555847882503766778,387,1403636604217881202,,4.65892858548,-1.70310610334,0.677741283047
